GISJOIN,STATEA,COUNTYA,TRACTA,Total,White,Black,Native,Asian,Hawaiian,Other,Two,WPct,BPct,NPct
G32000300033091,32,3,3309,1326,1042,91,2,57,1,46,87,0.79,0.07,0.00
G32000300033092,32,3,3309,1603,1263,155,5,48,14,52,66,0.79,0.10,0.00
G32000300033093,32,3,3309,969,777,89,3,35,1,20,44,0.80,0.09,0.00
G32000300033101,32,3,3310,2031,1655,158,8,95,11,41,63,0.81,0.08,0.00
G32000300033102,32,3,3310,1508,1092,122,11,97,5,90,91,0.72,0.08,0.01
G32000300033103,32,3,3310,1185,990,68,4,59,1,24,39,0.84,0.06,0.00
G32000300033111,32,3,3311,1523,1146,159,10,65,1,59,83,0.75,0.10,0.01
G32000300033112,32,3,3311,1765,1293,206,4,112,7,55,88,0.73,0.12,0.00
G32000300033121,32,3,3312,2416,1752,199,24,142,12,127,160,0.73,0.08,0.01
G32000300033122,32,3,3312,1503,1158,102,4,85,4,65,85,0.77,0.07,0.00
G32000300033131,32,3,3313,1656,1224,169,12,70,0,74,107,0.74,0.10,0.01
G32000300033132,32,3,3313,1354,1018,123,12,72,19,47,63,0.75,0.09,0.01
G32000300033141,32,3,3314,1508,1095,151,9,73,8,94,78,0.73,0.10,0.01
G32000300033142,32,3,3314,1510,1306,51,9,53,12,12,67,0.86,0.03,0.01
G32000300033143,32,3,3314,1288,1033,85,18,61,9,19,63,0.80,0.07,0.01
G32000300033144,32,3,3314,2241,1659,161,7,235,2,77,100,0.74,0.07,0.00
G32000300033151,32,3,3315,2356,1682,283,15,84,17,126,149,0.71,0.12,0.01
G32000300033152,32,3,3315,1799,1289,164,11,167,2,67,99,0.72,0.09,0.01
G32000300033161,32,3,3316,2293,1583,242,5,212,17,73,161,0.69,0.11,0.00
G32000300033162,32,3,3316,822,660,43,4,43,0,35,37,0.80,0.05,0.00
G32000300033163,32,3,3316,2479,1805,234,23,188,4,90,135,0.73,0.09,0.01
G32000300033171,32,3,3317,2171,1472,199,12,126,21,171,170,0.68,0.09,0.01
G32000300033172,32,3,3317,897,694,64,2,29,17,44,47,0.77,0.07,0.00
G32000300033181,32,3,3318,5112,3852,397,52,281,25,261,244,0.75,0.08,0.01
G32000300033191,32,3,3319,3579,2641,325,34,195,23,140,221,0.74,0.09,0.01
G32000300033192,32,3,3319,1353,959,126,7,75,2,98,86,0.71,0.09,0.01
G32000300033193,32,3,3319,797,645,50,3,9,0,48,42,0.81,0.06,0.00
G32000300033201,32,3,3320,2792,2003,299,32,133,23,144,158,0.72,0.11,0.01
G32000300033202,32,3,3320,1471,1243,112,8,50,9,19,30,0.85,0.08,0.01
G32000300033211,32,3,3321,1597,1184,184,9,105,11,37,67,0.74,0.12,0.01
G32000300033212,32,3,3321,954,749,61,1,83,2,13,45,0.79,0.06,0.00
G32000300034081,32,3,3408,2909,1832,314,12,354,17,213,167,0.63,0.11,0.00
G32000300034082,32,3,3408,1265,957,108,4,49,3,82,62,0.76,0.09,0.00
G32000300034083,32,3,3408,709,597,31,2,28,0,20,31,0.84,0.04,0.00
G32000300034091,32,3,3409,1833,1114,348,16,77,11,194,73,0.61,0.19,0.01
G32000300034092,32,3,3409,2041,1397,243,7,51,6,277,60,0.68,0.12,0.00
G32000300034093,32,3,3409,1235,943,76,29,39,9,73,66,0.76,0.06,0.02
G32000300034101,32,3,3410,2249,1787,173,8,77,9,103,92,0.79,0.08,0.00
G32000300034102,32,3,3410,2770,2029,217,19,141,32,174,158,0.73,0.08,0.01
G32000300034111,32,3,3411,2258,1679,235,13,111,13,112,95,0.74,0.10,0.01
G32000300034112,32,3,3411,1779,1265,221,12,76,11,97,97,0.71,0.12,0.01
G32000300034121,32,3,3412,1120,772,134,21,36,0,82,75,0.69,0.12,0.02
G32000300034122,32,3,3412,2006,1389,158,22,77,1,246,113,0.69,0.08,0.01
G32000300034123,32,3,3412,1294,892,158,13,82,3,78,68,0.69,0.12,0.01
G32000300034131,32,3,3413,1803,763,319,25,56,28,500,112,0.42,0.18,0.01
G32000300034132,32,3,3413,1805,1218,276,15,87,10,107,92,0.67,0.15,0.01
G32000300034133,32,3,3413,1393,940,78,9,27,3,262,74,0.67,0.06,0.01
G32000300034141,32,3,3414,1287,942,106,19,23,5,124,68,0.73,0.08,0.01
G32000300034142,32,3,3414,1125,889,66,4,30,7,84,45,0.79,0.06,0.00
G32000300034151,32,3,3415,733,280,195,13,27,2,151,65,0.38,0.27,0.02
G32000300034152,32,3,3415,1607,703,401,11,61,30,255,146,0.44,0.25,0.01
G32000300034153,32,3,3415,1340,703,268,15,65,1,214,74,0.52,0.20,0.01
G32000300034154,32,3,3415,1524,963,186,7,92,9,186,81,0.63,0.12,0.00
G32000300034155,32,3,3415,1180,750,84,7,33,3,257,46,0.64,0.07,0.01
G32000300034161,32,3,3416,785,520,49,5,33,4,134,40,0.66,0.06,0.01
G32000300034162,32,3,3416,1269,914,170,8,56,9,71,41,0.72,0.13,0.01
G32000300034163,32,3,3416,987,646,84,2,85,2,110,58,0.65,0.09,0.00
G32000300034181,32,3,3418,933,477,171,8,92,16,101,68,0.51,0.18,0.01
G32000300034182,32,3,3418,2159,942,396,24,88,56,502,151,0.44,0.18,0.01
G32000300034183,32,3,3418,1029,523,217,6,64,10,140,69,0.51,0.21,0.01
G32000300034191,32,3,3419,559,238,120,6,91,2,72,30,0.43,0.21,0.01
G32000300034192,32,3,3419,1803,938,360,11,105,18,281,90,0.52,0.20,0.01
G32000300034193,32,3,3419,1541,799,283,9,57,21,279,93,0.52,0.18,0.01
G32000300034194,32,3,3419,1333,674,205,18,38,14,285,99,0.51,0.15,0.01
G32000300034195,32,3,3419,1352,646,176,7,58,5,373,87,0.48,0.13,0.01
G32000300034201,32,3,3420,986,326,244,10,23,21,302,60,0.33,0.25,0.01
G32000300034202,32,3,3420,1689,954,214,18,34,12,383,74,0.56,0.13,0.01
G32000300034203,32,3,3420,1405,859,113,19,26,6,336,46,0.61,0.08,0.01
G32000300034211,32,3,3421,1047,631,129,6,83,30,101,67,0.60,0.12,0.01
G32000300034212,32,3,3421,1086,644,150,20,101,1,127,43,0.59,0.14,0.02
G32000300034213,32,3,3421,1168,526,166,13,93,20,269,81,0.45,0.14,0.01
G32000300034221,32,3,3422,949,541,106,3,50,7,202,40,0.57,0.11,0.00
G32000300034222,32,3,3422,1654,929,234,14,72,7,262,136,0.56,0.14,0.01
G32000300034223,32,3,3422,1061,452,208,1,23,1,295,81,0.43,0.20,0.00
G32000300034224,32,3,3422,946,614,77,6,21,5,189,34,0.65,0.08,0.01
G32000300034225,32,3,3422,717,503,60,7,16,6,85,40,0.70,0.08,0.01
G32000300034231,32,3,3423,1375,522,232,15,60,27,448,71,0.38,0.17,0.01
G32000300034232,32,3,3423,1031,608,80,7,43,5,217,71,0.59,0.08,0.01
G32000300034233,32,3,3423,1413,805,165,13,67,0,287,76,0.57,0.12,0.01
G32000300034234,32,3,3423,1600,856,119,13,32,12,465,103,0.54,0.07,0.01
G32000300034235,32,3,3423,801,509,84,4,34,2,101,67,0.64,0.10,0.00
G32000300034261,32,3,3426,1271,764,93,8,39,10,295,62,0.60,0.07,0.01
G32000300034262,32,3,3426,1869,1033,320,14,56,5,352,89,0.55,0.17,0.01
G32000300034271,32,3,3427,1867,796,484,32,90,14,366,85,0.43,0.26,0.02
G32000300034272,32,3,3427,2041,1001,562,18,128,4,256,72,0.49,0.28,0.01
G32000300034281,32,3,3428,1919,958,335,9,44,11,462,100,0.50,0.17,0.00
G32000300034291,32,3,3429,1188,438,264,7,87,3,314,75,0.37,0.22,0.01
G32000300034292,32,3,3429,2100,800,402,18,60,10,657,153,0.38,0.19,0.01
G32000300034293,32,3,3429,717,317,84,1,13,6,256,40,0.44,0.12,0.00
G32000300034294,32,3,3429,1071,675,81,14,14,15,211,61,0.63,0.08,0.01
G32000300034301,32,3,3430,1428,480,547,10,106,4,219,62,0.34,0.38,0.01
G32000300034302,32,3,3430,1089,384,418,0,33,3,202,49,0.35,0.38,0.00
G32000300034311,32,3,3431,964,315,224,8,57,0,314,46,0.33,0.23,0.01
G32000300034312,32,3,3431,1466,469,358,28,17,5,488,101,0.32,0.24,0.02
G32000300034313,32,3,3431,862,450,18,3,9,0,339,43,0.52,0.02,0.00
G32000300035001,32,3,3500,1032,120,693,2,8,0,173,36,0.12,0.67,0.00
G32000300035002,32,3,3500,1563,254,907,4,47,13,245,93,0.16,0.58,0.00
G32000300036071,32,3,3607,4355,2045,819,32,443,63,671,282,0.47,0.19,0.01
G32000300036072,32,3,3607,1402,650,308,9,91,0,243,101,0.46,0.22,0.01
G32000300036073,32,3,3607,1463,727,255,9,110,11,225,126,0.50,0.17,0.01
G32000300036091,32,3,3609,823,668,14,7,12,15,58,49,0.81,0.02,0.01
G32000300036092,32,3,3609,1458,998,141,9,33,14,196,67,0.68,0.10,0.01
G32000300036093,32,3,3609,992,698,104,8,28,2,103,49,0.70,0.10,0.01
G32000300036094,32,3,3609,1022,755,67,6,52,3,77,62,0.74,0.07,0.01
G32000300036101,32,3,3610,1498,909,254,6,75,14,160,80,0.61,0.17,0.00
G32000300036102,32,3,3610,1501,824,237,26,108,13,204,89,0.55,0.16,0.02
G32000300036103,32,3,3610,1122,621,193,8,52,6,184,58,0.55,0.17,0.01
G32000300036104,32,3,3610,1383,735,268,20,82,4,220,54,0.53,0.19,0.01
G32000300036121,32,3,3612,1963,1276,299,14,68,6,215,85,0.65,0.15,0.01
G32000300036122,32,3,3612,2502,1317,501,27,213,17,273,154,0.53,0.20,0.01
G32000300036123,32,3,3612,2312,1099,653,22,125,15,255,143,0.48,0.28,0.01
G32000300036131,32,3,3613,1809,845,313,19,125,10,401,96,0.47,0.17,0.01
G32000300036132,32,3,3613,2330,967,538,13,158,22,495,137,0.42,0.23,0.01
G32000300036133,32,3,3613,2336,843,674,22,134,22,422,219,0.36,0.29,0.01
G32000300036151,32,3,3615,1607,875,314,9,101,2,216,90,0.54,0.20,0.01
G32000300036152,32,3,3615,1077,415,214,7,47,22,284,88,0.39,0.20,0.01
G32000300036161,32,3,3616,557,128,341,12,0,0,66,10,0.23,0.61,0.02
G32000300036162,32,3,3616,1186,210,692,6,8,6,218,46,0.18,0.58,0.01
G32000300036163,32,3,3616,1626,478,529,10,68,9,468,64,0.29,0.33,0.01
G32000300036164,32,3,3616,2061,727,564,16,88,24,550,92,0.35,0.27,0.01
G32000300036171,32,3,3617,1837,394,958,19,103,11,279,73,0.21,0.52,0.01
G32000300036181,32,3,3618,4162,2623,483,19,453,28,277,279,0.63,0.12,0.00
G32000300036182,32,3,3618,3348,1956,500,33,391,59,187,222,0.58,0.15,0.01
G32000300036191,32,3,3619,3006,1719,482,4,465,25,132,179,0.57,0.16,0.00
G32000300036201,32,3,3620,2437,1454,473,16,218,10,130,136,0.60,0.19,0.01
G32000300036202,32,3,3620,2582,1359,424,14,416,5,186,178,0.53,0.16,0.01
G32000300036211,32,3,3621,3002,2406,270,18,224,8,32,44,0.80,0.09,0.01
G32000300036221,32,3,3622,2501,1266,399,15,450,28,184,159,0.51,0.16,0.01
G32000300036222,32,3,3622,3251,1672,659,26,226,15,419,234,0.51,0.20,0.01
G32000300036231,32,3,3623,4746,2053,1366,33,274,62,625,333,0.43,0.29,0.01
G32000300036241,32,3,3624,2750,1198,736,23,205,46,365,177,0.44,0.27,0.01
G32000300036242,32,3,3624,1142,659,238,3,87,0,99,56,0.58,0.21,0.00
G32000300036243,32,3,3624,1836,947,340,18,207,33,201,90,0.52,0.19,0.01
G32000300036251,32,3,3625,4470,1963,1113,39,372,81,571,331,0.44,0.25,0.01
G32000300036252,32,3,3625,2257,1079,446,7,205,16,341,163,0.48,0.20,0.00
G32000300036261,32,3,3626,2171,1080,399,14,272,27,262,117,0.50,0.18,0.01
G32000300036262,32,3,3626,1618,816,284,23,130,27,218,120,0.50,0.18,0.01
G32000300036271,32,3,3627,2093,991,485,6,187,29,222,173,0.47,0.23,0.00
G32000300036272,32,3,3627,2350,917,562,17,270,22,356,206,0.39,0.24,0.01
G32000300036281,32,3,3628,5095,2129,1152,29,495,62,866,362,0.42,0.23,0.01
G32000300036282,32,3,3628,2746,1383,491,21,234,40,412,165,0.50,0.18,0.01
G32000300036291,32,3,3629,2758,1464,666,17,187,13,209,202,0.53,0.24,0.01
G32000300036292,32,3,3629,3031,1931,381,7,247,33,233,199,0.64,0.13,0.00
G32000300036301,32,3,3630,3867,2153,725,33,268,47,390,251,0.56,0.19,0.01
G32000300036302,32,3,3630,1137,709,125,4,60,8,170,61,0.62,0.11,0.00
G32000300036303,32,3,3630,974,670,82,7,58,12,103,42,0.69,0.08,0.01
G32000300036311,32,3,3631,1572,867,285,11,164,18,153,74,0.55,0.18,0.01
G32000300036312,32,3,3631,1813,982,316,11,148,7,216,133,0.54,0.17,0.01
G32000300036321,32,3,3632,997,608,114,4,86,21,101,63,0.61,0.11,0.00
G32000300036322,32,3,3632,1833,1097,290,19,110,11,172,134,0.60,0.16,0.01
G32000300036331,32,3,3633,3707,1994,626,25,224,55,543,240,0.54,0.17,0.01
G32000300036341,32,3,3634,1667,749,465,19,89,15,194,136,0.45,0.28,0.01
G32000300036342,32,3,3634,903,620,117,7,21,2,110,26,0.69,0.13,0.01
G32000300036343,32,3,3634,1589,744,413,12,104,26,190,100,0.47,0.26,0.01
G32000300036351,32,3,3635,1623,883,275,5,121,6,222,111,0.54,0.17,0.00
G32000300036352,32,3,3635,1829,1065,277,11,152,26,205,93,0.58,0.15,0.01
G32000300036353,32,3,3635,789,402,110,5,51,5,168,48,0.51,0.14,0.01
G32000300036354,32,3,3635,1336,729,255,1,77,11,152,111,0.55,0.19,0.00
G32000300036361,32,3,3636,1549,988,226,3,124,8,107,93,0.64,0.15,0.00
G32000300036362,32,3,3636,1065,742,124,13,43,9,72,62,0.70,0.12,0.01
G32000300036371,32,3,3637,3361,1524,848,14,304,48,392,231,0.45,0.25,0.00
G32000300036372,32,3,3637,947,565,156,0,42,22,106,56,0.60,0.16,0.00
G32000300036381,32,3,3638,3076,1363,725,8,239,29,524,188,0.44,0.24,0.00
G32000300036391,32,3,3639,2259,1140,386,14,152,15,380,172,0.50,0.17,0.01
G32000300036392,32,3,3639,1419,736,223,21,85,13,265,76,0.52,0.16,0.01
G32000300036401,32,3,3640,2477,1069,623,13,107,36,476,153,0.43,0.25,0.01
G32000300036402,32,3,3640,1912,758,462,6,174,20,377,115,0.40,0.24,0.00
G32000300036411,32,3,3641,1816,790,485,23,122,13,245,138,0.44,0.27,0.01
G32000300036412,32,3,3641,3569,1334,1069,19,323,72,504,248,0.37,0.30,0.01
G32000300036421,32,3,3642,3782,1254,1195,32,410,53,589,249,0.33,0.32,0.01
G32000300036431,32,3,3643,2511,1004,709,16,120,25,503,134,0.40,0.28,0.01
G32000300036432,32,3,3643,2270,851,741,32,122,32,336,156,0.37,0.33,0.01
G32000300036441,32,3,3644,2270,834,840,12,114,21,330,119,0.37,0.37,0.01
G32000300036442,32,3,3644,2247,721,703,13,175,31,460,144,0.32,0.31,0.01
G32000300037001,32,3,3700,2212,232,1674,9,17,0,223,57,0.10,0.76,0.00
G32000300037002,32,3,3700,1315,249,468,8,3,0,517,70,0.19,0.36,0.01
G32000300038001,32,3,3800,1158,544,123,11,14,6,413,47,0.47,0.11,0.01
G32000300038002,32,3,3800,597,297,44,10,0,1,221,24,0.50,0.07,0.02
G32000300038003,32,3,3800,1334,518,400,13,19,8,296,80,0.39,0.30,0.01
G32000300038004,32,3,3800,21,7,0,0,8,0,0,6,0.33,0.00,0.00
G32000300038005,32,3,3800,1464,504,236,22,7,25,598,72,0.34,0.16,0.02
G32000300040001,32,3,4000,1841,670,20,13,27,1,1042,68,0.36,0.01,0.01
G32000300040002,32,3,4000,1793,753,88,14,34,2,809,93,0.42,0.05,0.01
G32000300041001,32,3,4100,1399,660,30,19,6,0,617,67,0.47,0.02,0.01
G32000300041002,32,3,4100,1566,817,61,17,19,1,534,117,0.52,0.04,0.01
G32000300041003,32,3,4100,1339,595,31,13,20,11,611,58,0.44,0.02,0.01
G32000300041004,32,3,4100,1536,878,51,17,20,16,480,74,0.57,0.03,0.01
G32000300042001,32,3,4200,1057,502,34,22,17,1,405,76,0.47,0.03,0.02
G32000300042002,32,3,4200,793,331,42,9,3,2,380,26,0.42,0.05,0.01
G32000300042003,32,3,4200,878,407,47,4,17,0,349,54,0.46,0.05,0.00
G32000300042004,32,3,4200,1666,803,57,30,23,0,681,72,0.48,0.03,0.02
G32000300042005,32,3,4200,915,383,59,13,9,4,415,32,0.42,0.06,0.01
G32000300043011,32,3,4301,984,356,35,13,5,0,536,39,0.36,0.04,0.01
G32000300043012,32,3,4301,938,300,41,9,2,0,560,26,0.32,0.04,0.01
G32000300043021,32,3,4302,1826,830,67,11,17,4,809,88,0.45,0.04,0.01
G32000300043022,32,3,4302,1095,466,41,17,5,7,501,58,0.43,0.04,0.02
G32000300043023,32,3,4302,921,317,22,8,3,1,556,14,0.34,0.02,0.01
G32000300043024,32,3,4302,333,130,23,1,0,0,162,17,0.39,0.07,0.00
G32000300044011,32,3,4401,908,359,89,6,12,0,386,56,0.40,0.10,0.01
G32000300044012,32,3,4401,924,354,54,9,7,2,459,39,0.38,0.06,0.01
G32000300044013,32,3,4401,1228,371,56,14,16,1,698,72,0.30,0.05,0.01
G32000300044021,32,3,4402,2094,770,683,12,22,0,500,107,0.37,0.33,0.01
G32000300044022,32,3,4402,1666,591,439,19,7,2,566,42,0.35,0.26,0.01
G32000300044023,32,3,4402,893,310,63,6,1,1,491,21,0.35,0.07,0.01
G32000300045001,32,3,4500,1288,537,144,17,20,6,505,59,0.42,0.11,0.01
G32000300045002,32,3,4500,1020,387,105,21,3,0,447,57,0.38,0.10,0.02
G32000300045003,32,3,4500,1152,517,140,15,20,5,413,42,0.45,0.12,0.01
G32000300045004,32,3,4500,1338,577,179,16,26,0,500,40,0.43,0.13,0.01
G32000300046011,32,3,4601,2417,853,627,20,16,0,784,117,0.35,0.26,0.01
G32000300046012,32,3,4601,750,306,85,0,7,0,317,35,0.41,0.11,0.00
G32000300046013,32,3,4601,1580,801,229,7,47,1,447,48,0.51,0.14,0.00
G32000300046021,32,3,4602,837,309,143,5,5,0,349,26,0.37,0.17,0.01
G32000300046022,32,3,4602,2395,1120,398,20,23,1,758,75,0.47,0.17,0.01
G32000300047031,32,3,4703,2836,1104,586,35,105,7,846,153,0.39,0.21,0.01
G32000300047032,32,3,4703,2364,794,538,45,63,29,772,123,0.34,0.23,0.02
G32000300047071,32,3,4707,2028,572,118,18,14,4,1208,94,0.28,0.06,0.01
G32000300047072,32,3,4707,1009,537,98,1,29,6,280,58,0.53,0.10,0.00
G32000300047091,32,3,4709,1285,539,77,7,46,13,542,61,0.42,0.06,0.01
G32000300047092,32,3,4709,1085,471,216,17,0,11,334,36,0.43,0.20,0.02
G32000300047093,32,3,4709,835,252,56,3,22,3,462,37,0.30,0.07,0.00
G32000300047094,32,3,4709,2038,659,354,22,17,13,876,97,0.32,0.17,0.01
G32000300047095,32,3,4709,270,80,71,2,26,0,83,8,0.30,0.26,0.01
G32000300047101,32,3,4710,1772,744,231,9,61,2,648,77,0.42,0.13,0.01
G32000300047102,32,3,4710,2832,1139,553,19,105,4,866,146,0.40,0.20,0.01
G32000300047103,32,3,4710,1747,591,319,23,11,7,695,101,0.34,0.18,0.01
G32000300047121,32,3,4712,839,295,240,34,7,10,199,54,0.35,0.29,0.04
G32000300047122,32,3,4712,797,557,42,20,26,3,110,39,0.70,0.05,0.03
G32000300047123,32,3,4712,1755,520,570,16,35,26,467,121,0.30,0.32,0.01
G32000300047124,32,3,4712,1138,453,247,14,30,7,328,59,0.40,0.22,0.01
G32000300047125,32,3,4712,835,271,313,9,38,3,131,70,0.32,0.37,0.01
G32000300047126,32,3,4712,547,393,42,4,10,0,78,20,0.72,0.08,0.01
G32000300047131,32,3,4713,765,290,100,8,7,0,312,48,0.38,0.13,0.01
G32000300047132,32,3,4713,892,498,196,6,7,8,114,63,0.56,0.22,0.01
G32000300047133,32,3,4713,1154,337,419,11,21,21,255,90,0.29,0.36,0.01
G32000300047134,32,3,4713,1147,432,303,3,7,1,337,64,0.38,0.26,0.00
G32000300047141,32,3,4714,3008,1047,508,29,62,13,1158,191,0.35,0.17,0.01
G32000300047142,32,3,4714,3359,1019,621,14,108,4,1472,121,0.30,0.18,0.00
G32000300047151,32,3,4715,2436,811,686,22,72,10,736,99,0.33,0.28,0.01
G32000300047152,32,3,4715,3591,1322,771,19,257,33,987,202,0.37,0.21,0.01
G32000300047161,32,3,4716,1202,517,242,20,24,13,315,71,0.43,0.20,0.02
G32000300047162,32,3,4716,2091,688,479,10,74,33,714,93,0.33,0.23,0.00
G32000300047171,32,3,4717,1491,663,123,10,32,18,599,46,0.44,0.08,0.01
G32000300047172,32,3,4717,1873,816,172,12,20,5,755,93,0.44,0.09,0.01
G32000300049071,32,3,4907,2286,1127,192,8,294,15,503,147,0.49,0.08,0.00
G32000300049072,32,3,4907,1398,962,130,13,132,2,96,63,0.69,0.09,0.01
G32000300049101,32,3,4910,1292,616,84,18,161,5,359,49,0.48,0.07,0.01
G32000300049102,32,3,4910,1813,882,144,17,220,7,447,96,0.49,0.08,0.01
G32000300049111,32,3,4911,2171,1079,277,19,197,10,486,103,0.50,0.13,0.01
G32000300049112,32,3,4911,2049,1056,212,11,232,14,429,95,0.52,0.10,0.01
G32000300049121,32,3,4912,1424,725,149,17,137,3,293,100,0.51,0.10,0.01
G32000300049122,32,3,4912,2185,1074,140,14,145,18,670,124,0.49,0.06,0.01
G32000300049123,32,3,4912,2414,1116,267,33,90,5,772,131,0.46,0.11,0.01
G32000300049141,32,3,4914,1384,741,80,11,70,16,448,18,0.54,0.06,0.01
G32000300049142,32,3,4914,1251,723,76,13,38,20,314,67,0.58,0.06,0.01
G32000300049151,32,3,4915,1828,1116,75,7,62,13,484,71,0.61,0.04,0.00
G32000300049152,32,3,4915,1376,739,141,9,43,7,390,47,0.54,0.10,0.01
G32000300049161,32,3,4916,825,437,57,14,46,2,230,39,0.53,0.07,0.02
G32000300049162,32,3,4916,1725,1073,80,14,37,2,460,59,0.62,0.05,0.01
G32000300049171,32,3,4917,1787,994,187,19,74,9,383,121,0.56,0.10,0.01
G32000300049172,32,3,4917,1327,772,111,10,69,8,279,78,0.58,0.08,0.01
G32000300049181,32,3,4918,2415,1300,217,10,265,3,485,135,0.54,0.09,0.00
G32000300049182,32,3,4918,1689,1039,121,9,119,3,298,100,0.62,0.07,0.01
G32000300049191,32,3,4919,2418,1457,209,15,199,4,391,143,0.60,0.09,0.01
G32000300049192,32,3,4919,2172,1086,183,17,380,7,388,111,0.50,0.08,0.01
G32000300049201,32,3,4920,1175,555,126,4,66,29,333,62,0.47,0.11,0.00
G32000300049202,32,3,4920,2569,1039,543,31,150,43,639,124,0.40,0.21,0.01
G32000300049203,32,3,4920,1461,740,139,22,145,2,353,60,0.51,0.10,0.02
G32000300049211,32,3,4921,1542,528,185,4,80,2,654,89,0.34,0.12,0.00
G32000300049212,32,3,4921,1875,947,138,12,44,39,629,66,0.51,0.07,0.01
G32000300049213,32,3,4921,1300,644,74,14,40,3,484,41,0.50,0.06,0.01
G32000300049214,32,3,4921,1443,728,138,11,58,5,435,68,0.50,0.10,0.01
G32000300049231,32,3,4923,2013,812,349,11,229,29,462,121,0.40,0.17,0.01
G32000300049232,32,3,4923,2326,1150,259,15,302,20,470,110,0.49,0.11,0.01
G32000300049241,32,3,4924,1405,888,94,5,82,2,254,80,0.63,0.07,0.00
G32000300049242,32,3,4924,1719,1007,190,13,54,9,358,88,0.59,0.11,0.01
G32000300049243,32,3,4924,834,387,52,7,111,1,220,56,0.46,0.06,0.01
G32000300049251,32,3,4925,2735,1268,277,7,333,20,626,204,0.46,0.10,0.00
G32000300049252,32,3,4925,1864,855,132,8,253,8,477,131,0.46,0.07,0.00
G32000300049253,32,3,4925,1675,806,128,5,300,5,318,113,0.48,0.08,0.00
G32000300049261,32,3,4926,2325,1108,204,27,302,7,520,157,0.48,0.09,0.01
G32000300049262,32,3,4926,1494,619,111,11,222,29,436,66,0.41,0.07,0.01
G32000300050051,32,3,5005,316,152,109,2,6,0,32,15,0.48,0.34,0.01
G32000300050052,32,3,5005,1877,1576,65,19,42,12,119,44,0.84,0.03,0.01
G32000300050053,32,3,5005,285,139,76,6,18,0,26,20,0.49,0.27,0.02
G32000300050054,32,3,5005,1402,982,108,7,35,17,200,53,0.70,0.08,0.00
G32000300050061,32,3,5006,473,434,8,2,12,3,6,8,0.92,0.02,0.00
G32000300050062,32,3,5006,1856,667,463,25,106,26,427,142,0.36,0.25,0.01
G32000300050063,32,3,5006,725,678,23,3,8,0,6,7,0.94,0.03,0.00
G32000300050064,32,3,5006,777,534,46,9,8,2,134,44,0.69,0.06,0.01
G32000300050065,32,3,5006,940,390,220,6,59,14,185,66,0.41,0.23,0.01
G32000300050071,32,3,5007,1366,797,176,5,160,5,146,77,0.58,0.13,0.00
G32000300050072,32,3,5007,1151,721,72,7,220,18,71,42,0.63,0.06,0.01
G32000300050101,32,3,5010,1341,663,218,12,28,16,296,108,0.49,0.16,0.01
G32000300050102,32,3,5010,2538,1418,395,13,155,10,403,144,0.56,0.16,0.01
G32000300050103,32,3,5010,1083,611,131,16,45,17,197,66,0.56,0.12,0.01
G32000300050111,32,3,5011,2118,1186,114,30,80,17,574,117,0.56,0.05,0.01
G32000300050112,32,3,5011,1409,863,82,16,44,8,332,64,0.61,0.06,0.01
G32000300050121,32,3,5012,1149,779,53,13,33,3,203,65,0.68,0.05,0.01
G32000300050122,32,3,5012,1709,1097,121,12,197,10,201,71,0.64,0.07,0.01
G32000300050131,32,3,5013,1892,842,200,12,374,4,347,113,0.45,0.11,0.01
G32000300050132,32,3,5013,1724,690,186,13,359,36,336,104,0.40,0.11,0.01
G32000300050141,32,3,5014,1480,765,185,12,206,12,191,109,0.52,0.13,0.01
G32000300050142,32,3,5014,1184,709,32,11,105,5,275,47,0.60,0.03,0.01
G32000300050143,32,3,5014,2591,1377,303,8,420,13,345,125,0.53,0.12,0.00
G32000300050151,32,3,5015,2353,1386,163,5,577,18,116,88,0.59,0.07,0.00
G32000300050152,32,3,5015,1624,573,239,13,447,9,242,101,0.35,0.15,0.01
G32000300050161,32,3,5016,5118,3089,423,37,562,42,744,221,0.60,0.08,0.01
G32000300050171,32,3,5017,4392,1943,667,26,629,37,780,310,0.44,0.15,0.01
G32000300051011,32,3,5101,1230,736,119,3,128,15,132,97,0.60,0.10,0.00
G32000300051012,32,3,5101,1219,857,84,4,119,17,70,68,0.70,0.07,0.00
G32000300051013,32,3,5101,1848,1128,208,13,140,36,191,132,0.61,0.11,0.01
G32000300051014,32,3,5101,955,639,85,1,82,12,90,46,0.67,0.09,0.00
G32000300051015,32,3,5101,1442,1014,105,6,113,7,128,69,0.70,0.07,0.00
G32000300051016,32,3,5101,953,548,106,5,93,8,94,99,0.58,0.11,0.01
G32000300051021,32,3,5102,1402,927,180,4,97,25,70,99,0.66,0.13,0.00
G32000300051022,32,3,5102,1164,929,32,6,45,0,81,71,0.80,0.03,0.01
G32000300051023,32,3,5102,1521,1161,116,18,85,10,47,84,0.76,0.08,0.01
G32000300051024,32,3,5102,591,471,32,7,22,2,51,6,0.80,0.05,0.01
G32000300051031,32,3,5103,1775,1216,176,16,109,14,142,102,0.69,0.10,0.01
G32000300051032,32,3,5103,650,530,34,2,26,7,13,38,0.82,0.05,0.00
G32000300051033,32,3,5103,791,677,24,1,32,7,16,34,0.86,0.03,0.00
G32000300051034,32,3,5103,1801,1083,204,15,102,26,233,138,0.60,0.11,0.01
